topw	w	count	topwlen	toplett	wlett	wlastlett	diffw
здравоохранения	здравоохраения	6	15	з	з	я	1
здравоохранения	здравооханения	1	15	з	з	я	1
здравоохранения	здравоохраненя	24	15	з	з	я	1
здравоохранения	здравоохранеия	29	15	з	з	я	1
здравоохранения	здрвоохранения	7	15	з	з	я	1
здравоохранения	зравоохранения	10	15	з	з	я	1
здравоохранения	здавоохранения	5	15	з	з	я	1
здравоохранения	здравохранения	19	15	з	з	я	1
здравоохранения	здравоохранени	18	15	з	з	и	0
здравоохранения	здраоохранения	5	15	з	з	я	1
здравоохранения	здравоохрнения	4	15	з	з	я	1
здравоохранения	здравоохранния	1	15	з	з	я	1
здравоохранения	дравоохранения	6	15	з	д	я	1
здравоохранения	3дравоохранения	5	15	з	3	я	1
здравоохранения	здравоохрарения	3	15	з	з	я	1
здравоохранения	здравоохраенния	75	15	з	з	я	1
здравоохранения	эдравоохранения	2	15	з	э	я	1
здравоохранения	здравоохранений	18	15	з	з	й	0
здравоохранения	здравоохоранения	2	15	з	з	я	1
здравоохранения	здравоохрнанения	1	15	з	з	я	1
здравоохранения	здравоохраенения	1	15	з	з	я	1
здравоохранения	здравроохранения	4	15	з	з	я	1
здравоохранения	здраваоохранения	1	15	з	з	я	1
здравоохранения	здравоохраннения	2	15	з	з	я	1
здравоохранения	здравоохраниения	3	15	з	з	я	1
здравоохранения	здравооохранения	2	15	з	з	я	1
здравоохранения	здравоохзранения	1	15	з	з	я	1
здравоохранения	яздравоохранения	1	15	з	я	я	1
здравоохранения	здравоохранениям	3	15	з	з	м	0
здравоохранения	здравоохраненияи	1	15	з	з	и	0
здравоохранения	зхдравоохранения	2	15	з	з	я	1
здравоохранения	здравоохрапнения	2	15	з	з	я	1
приобретение	пиобретение	19	12	п	п	е	1
приобретение	приобртение	7	12	п	п	е	1
приобретение	приобретние	50	12	п	п	е	1
приобретение	приобетение	9	12	п	п	е	1
приобретение	прибретение	7	12	п	п	е	1
приобретение	приоретение	11	12	п	п	е	1
приобретение	риобретение	2	12	п	р	е	1
приобретение	приобретене	2	12	п	п	е	1
приобретение	приобретени	3	12	п	п	и	0
приобретение	пробретение	7	12	п	п	е	1
приобретение	gриобретение	2	12	п	g	е	1
приобретение	приобретениe	2	12	п	п	e	0
приобретение	приoбретение	1	12	п	п	е	1
приобретение	преобритение	2	12	п	п	е	1
приобретение	проибретение	3	12	п	п	е	1
приобретение	приобренение	1	12	п	п	е	1
приобретение	приобоетение	3	12	п	п	е	1
приобретение	приборетение	1	12	п	п	е	1
приобретение	приоберетение	1	12	п	п	е	1
приобретение	приобретрение	2	12	п	п	е	1
приобретение	пприобретение	22	12	п	п	е	1
приобретение	притобретение	1	12	п	п	е	1
приобретение	приобретениеи	1	12	п	п	и	0
приобретение	приобретениее	1	12	п	п	е	1
приобретение	приобретениеа	2	12	п	п	а	0
приобретение	приообретение	3	12	п	п	е	1
бюджетного	бджетного	1	10	б	б	о	1
бюджетного	юджетного	1	10	б	ю	о	1
бюджетного	бюджетнго	3	10	б	б	о	1
бюджетного	бюжетного	22	10	б	б	о	1
бюджетного	бюдженого	1	10	б	б	о	1
бюджетного	бюджетого	2	10	б	б	о	1
бюджетного	бюдетного	2	10	б	б	о	1
бюджетного	бютжетного	1	10	б	б	о	1
бюджетного	бюджетонго	2	10	б	б	о	1
бюджетного	бюждетного	6	10	б	б	о	1
бюджетного	бюлдетного	2	10	б	б	о	1
бюджетного	бюджет­ного	2	10	б	б	о	1
бюджетного	бюджетногоу	2	10	б	б	у	0
бюджетного	бюджетнонго	2	10	б	б	о	1
бюджетного	бюджетногом	2	10	б	б	м	0
лекарственных	лкарственных	3	13	л	л	х	1
лекарственных	лекарсвенных	5	13	л	л	х	1
лекарственных	лекрственных	6	13	л	л	х	1
лекарственных	лекарственых	25	13	л	л	х	1
лекарственных	лекарстенных	6	13	л	л	х	1
лекарственных	лекарственнх	2	13	л	л	х	1
лекарственных	лекарственны	1	13	л	л	ы	0
лекарственных	лекартвенных	8	13	л	л	х	1
лекарственных	лекарствнных	3	13	л	л	х	1
лекарственных	лекаственных	25	13	л	л	х	1
лекарственных	лекарcтвенных	7	13	л	л	х	1
лекарственных	лекартсвенных	34	13	л	л	х	1
лекарственных	лекасртвенных	1	13	л	л	х	1
лекарственных	лекарстсенных	1	13	л	л	х	1
лекарственных	лекарстсвенных	2	13	л	л	х	1
лекарственных	лекарственныых	2	13	л	л	х	1
лекарственных	лаекарственных	1	13	л	л	х	1
лекарственных	лекарствуенных	1	13	л	л	х	1
лекарственных	алекарственных	4	13	л	а	х	1
лекарственных	лекарственнных	10	13	л	л	х	1
лекарственных	лекаарственных	2	13	л	л	х	1
лекарственных	лекартственных	3	13	л	л	х	1
лекарственных	лекарственгных	2	13	л	л	х	1
лекарственных	лекарственныех	2	13	л	л	х	1
лекарственных	лекарствыенных	1	13	л	л	х	1
лекарственных	глекарственных	2	13	л	г	х	1
города	гоода	2	6	г	г	а	1
города	грода	3	6	г	г	а	1
города	городы	1	6	г	г	ы	0
города	гогода	1	6	г	г	а	1
города	горора	1	6	г	г	а	1
города	горрода	1	6	г	г	а	1
города	горорда	1	6	г	г	а	1
города	городат	1	6	г	г	т	0
города	городаг	1	6	г	г	г	0
материалов	материлов	7	10	м	м	в	1
материалов	материаов	8	10	м	м	в	1
материалов	матералов	11	10	м	м	в	1
материалов	матриалов	1	10	м	м	в	1
материалов	мaтериалов	6	10	м	м	в	1
материалов	материалла	1	10	м	м	а	0
материалов	материаров	2	10	м	м	в	1
материалов	материалыв	1	10	м	м	в	1
материалов	материалоы	1	10	м	м	ы	0
материалов	материталов	1	10	м	м	в	1
материалов	мате­риалов	7	10	м	м	в	1
материалов	материа­лов	5	10	м	м	в	1
материалов	материаловк	1	10	м	м	к	0
материалов	материалыов	1	10	м	м	в	1
материалов	материалаов	4	10	м	м	в	1
материалов	материаловг	4	10	м	м	г	0
материалов	материалови	1	10	м	м	и	0
материалов	материалов­	1	10	м	м	­	0
материалов	«материалов	5	10	м	«	в	1
материалов	материаллов	17	10	м	м	в	1
договора	доовора	2	8	д	д	а	1
договора	договра	36	8	д	д	а	1
договора	оговора	1	8	д	о	а	1
договора	дговора	4	8	д	д	а	1
договора	догвора	20	8	д	д	а	1
договора	договоа	1	8	д	д	а	1
договора	дoговора	9	8	д	д	а	1
договора	догоовра	2	8	д	д	а	1
договора	догвоора	2	8	д	д	а	1
договора	договона	10	8	д	д	а	1
договора	неговора	4	8	д	н	а	1
договора	договорна	14	8	д	д	а	1
договора	до­говора	2	8	д	д	а	1
договора	дооговора	2	8	д	д	а	1
